Measurement,Count,Timestamp
pull_requests,9,2023-06-24 08:34:56
pull_requests,11,2023-06-25 08:34:48
pull_requests,8,2023-06-26 08:34:44
pull_requests,7,2023-06-27 08:34:39
pull_requests,10,2023-06-28 08:34:34
pull_requests,6,2023-06-29 08:34:19
pull_requests,5,2023-06-30 14:33:45
pull_requests,13,2023-07-03 12:16:43
pull_requests,13,2023-07-03 14:38:38
pull_requests,13,2023-07-04 14:39:45
pull_requests,14,2023-07-05 14:41:23
pull_requests,13,2023-07-06 14:41:13
